3359;Tenk
3360;Heves
3368;Boconád
3369;Tarnabod
3371;Átány
3372;Kömlõ
3373;Besenyõtelek
3374;Dormánd
3375;Mezõtárkány
3377;Szihalom
3378;Mezõszemere
3379;Egerfarmos
3381;Pély
3382;Tarnaszentmiklós
3383;Hevesvezekény
3384;Kisköre
3385;Tiszanána
3386;Sarud
3387;Újlõrincfalva
3388;Poroszló
3390;Füzesabony
3392;Füzesabony
3393;Füzesabony
3394;Egerszalók
3395;Demjén
3396;Kerecsend
3397;Maklár
3398;Nagytálya
3399;Andornaktálya
3400;Mezõkövesd
3401;Mezõkövesd
3402;Mezõkövesd
3411;Szomolya
3412;Bogács
3413;Cserépfalu
3414;Bükkzsérc
3416;Tard
3417;Cserépváralja
3418;Szentistván
3421;Mezõnyárád
3422;Bükkábrány
3423;Tibolddaróc
3424;Kács
3425;Sály
3426;Borsodgeszt
3431;Vatta
3432;Emõd
3433;Nyékládháza
3434;Mályi
3435;Mályi
3441;Mezõkeresztes
3442;Csincse
3443;Mezõnagymihály
3444;Gelej
3450;Mezõcsát
3458;Tiszakeszi
3459;Igrici
3461;Egerlövõ
3462;Borsodivánka
3463;Négyes
3464;Tiszavalk
3465;Tiszabábolna
3466;Tiszadorogma
3467;Ároktõ
3500;Miskolc
3501;Miskolc
3502;Miskolc
3503;Miskolc
3504;Miskolc
3505;Miskolc
3506;Miskolc
3507;Miskolc
3508;Miskolc
3509;Miskolc
3510;Miskolc
3511;Miskolc
3513;Miskolc
3514;Miskolc
3515;Miskolc
3516;Miskolc
3517;Miskolc
3518;Miskolc
3519;Miskolc
3521;Miskolc
3523;Miskolc
3524;Miskolc
3525;Miskolc
3526;Miskolc
3527;Miskolc
3528;Miskolc
3529;Miskolc
3530;Miskolc
3531;Miskolc
3532;Miskolc
3533;Miskolc
3534;Miskolc
3535;Miskolc
3542;Miskolc
3543;Miskolc
3544;Miskolc
3545;Miskolc
3546;Miskolc
3547;Miskolc
3548;Miskolc
3549;Miskolc
3551;Ónod
3552;Muhi
3553;Kistokaj
3554;Bükkaranyos
3555;Harsány
3556;Kisgyõr
3557;Bükkszentkereszt
3559;Répáshuta
3561;Felsõzsolca
3562;Onga
3563;Hernádkak
3564;Hernádnémeti
3565;Tiszalúc
3571;Alsózsolca
3572;Sajólád
3573;Sajópetri
3574;Bõcs
3575;Berzék
3576;Sajóhídvég
3577;Köröm
3578;Girincs
3578;Kiscsécs
3579;Kesznyéten
3580;Tiszaújváros
3581;Tiszaújváros
3582;Tiszaújváros
3585;Tiszaújváros
3586;Sajóörös
3587;Tiszapalkonya
3588;Hejõkürt
3589;Tiszatarján
3591;Oszlár
3592;Nemesbikk
3593;Hejõbába
3594;Hejõpapi
3595;Hejõszalonta
3596;Szakáld
3597;Hejõkeresztúr
3598;Nagycsécs
3599;Sajószöged
3600;Ózd
3601;Ózd
3603;Ózd
3604;Ózd
3607;Ózd
3608;Ózd
3621;Ózd
3622;Uppony
3623;Borsodszentgyörgy
3625;Borsodszentgyörgy
3626;Hangony
3627;Kissikátor
3627;Domaháza
3630;Putnok
3635;Dubicsány
3636;Sajógalgóc
3636;Vadna
3641;Nagybarca
3642;Bánhorváti
3643;Dédestapolcsány
3644;Tardona
3645;Mályinka
3646;Nekézseny
3647;Csokvaomány
3648;Lénárddaróc
3648;Bükkmogyorósd
3648;Csernely
3651;Lénárddaróc
3652;Sajónémeti
3653;Sajópüspöki
3654;Bánréve
3655;Hét
3656;Sajómercse
3656;Sajóvelezd
3657;Királd
3658;Borsodbóta
3659;Sáta
3661;Sáta
3662;Sáta
3663;Arló
3664;Járdánháza
3671;Borsodnádasd
3672;Borsodnádasd
3700;Kazincbarcika
3701;Kazincbarcika
3702;Kazincbarcika
3703;Kazincbarcika
3704;Kazincbarcika
3705;Kazincbarcika
3711;Szirmabesenyõ
3712;Sajósenye
3712;Sajóvámos
3713;Arnót
3714;Sajópálfala
3715;Gesztely
3716;Újcsanálos
3716;Sóstófalva
3717;Alsódobsza
3718;Megyaszó
3720;Sajókaza
3720;Sajóivánka
3721;Felsõnyárád
3721;Jákfalva
3721;Dövény
3722;Felsõkelecsény
3723;Zubogy
3724;Imola
3724;Ragály
3724;Trizs
3726;Alsószuha
3726;Szuhafõ
3726;Zádorfalva
3728;Gömörszõlõs
3728;Kelemér
3729;Serényfalva
3731;Szuhakálló
3732;Kurityán
3733;Rudabánya
3734;Szuhogy
3735;Kánó
3735;Felsõtelekes
3735;Alsótelekes
3741;Izsófalva
3742;Rudolftelep
3743;Ormosbánya
3744;Múcsony
3751;Szendrõlád
3752;Galvács
3752;Szendrõ
3753;Abod
3754;Szalonna
3754;Meszes
3755;Martonyi
3756;Varbóc
3756;Perkupa
3757;Égerszög
3757;Teresztenye
3757;Szõlõsardó
3758;Jósvafõ
3759;Aggtelek
3761;Szin
3761;Tornakápolna
3761;Szinpetri
3762;Szögliget
3763;Bódvaszilas
3764;Bódvarákó
3765;Tornaszentandrás
3765;Komjáti
3765;Tornabarakony
3767;Tornanádaska
3768;Hidvégardó
3768;Bódvalenke
3768;Becskeháza
3769;Tornaszentjakab
3770;Sajószentpéter
3773;Sajókápolna
3773;Sajólászlófalva
3775;Kondó
3776;Radostyán
3777;Parasznya
3778;Varbó
3779;Alacska
3780;Ládbesenyõ
3780;Damak
3780;Balajt
3780;Edelény
3783;Ládbesenyõ
3786;Irota
3786;Szakácsi
3786;Hegymeg
3786;Lak
3787;Tomor
3791;Sajókeresztúr
3792;Sajóbábony
3793;Sajóecseg
3794;Boldva
3794;Ziliz
3795;Hangács
3795;Nyomár
3796;Borsodszirák
3800;Szikszó
3809;Abaújszolnok
3809;Nyésta
3809;Selyeb
3811;Alsóvadász
3812;Monaj
3812;Homrogd
3813;Kupa
3814;Felsõvadász
3815;Gadna
3815;Abaújlak
3816;Gagyvendégi
3817;Gagybátor
3821;Pamlény
3821;Büttös
3821;Szászfa
3821;Kány
3821;Perecse
3821;Krasznokvajda
3821;Keresztéte
3825;Debréte
3825;Rakaca
3825;Viszló
3826;Rakacaszend
3831;Kázsmárk
3832;Léh
3833;Rásonysápberencs
3834;Beret
3834;Detek
3836;Baktakék
3837;Felsõgagy
3837;Gagyapáti
3837;Alsógagy
3837;Csenyéte
3841;Aszaló
3842;Halmaj
3843;Kiskinizs
3844;Szentistvánbaksa
3844;Nagykinizs
3846;Hernádkércs
3847;Felsõdobsza
3848;Csobád
3849;Forró
3851;Ináncs
3852;Hernádszentandrás
3853;Pere
3853;Hernádbûd
3854;Hernádbûd
3855;Fancsal
3860;Encs
3861;Encs
3863;Szalaszend
3864;Fulókércs
3865;Fáj
3866;Szemere
3866;Litka
3871;Méra
3872;Novajidrány
3873;Garadna
3874;Pusztaradvány
3874;Hernádvécse
3874;Hernádpetri
3875;Hernádszurdok
3876;Hidasnémeti
3877;Tornyosnémeti
3881;Abaújszántó
3881;Sima
3881;Baskó
3882;Abaújalpár
3882;Abaújkér
3884;Boldogkõújfalu
3885;Boldogkõváralja
3885;Arka
3886;Korlát
3887;Hernádcéce
3888;Vizsoly
3891;Vilmány
3892;Hejce
3893;Regéc
3893;Fony
3893;Mogyoróska
3894;Göncruszka
3895;Gönc
3896;Telkibánya
3897;Zsujta
3898;Abaújvár
3898;Pányok
3899;Kéked
3900;Szerencs
3901;Szerencs
3903;Bekecs
3904;Legyesbénye
3905;Monok
3906;Golop
3907;Tállya
3908;Rátka
3909;Mád
3910;Tokaj
3911;Tokaj
3915;Tarcal
3916;Bodrogkeresztúr
3917;Bodrogkisfalud
3918;Szegi
3918;Szegilong
3921;Taktaszada
3922;Taktaharkány
3923;Taktaharkány
3924;Taktakenéz
3925;Prügy
3926;Taktabáj
3927;Csobaj
3928;Tiszatardos
3929;Tiszaladány
3931;Mezõzombor
3932;Erdõbénye
3933;Olaszliszka
3934;Tolcsva
3935;Erdõhorváti
3936;Háromhuta
3937;Komlóska
3941;Vámosújfalu
3942;Sárazsadány
3943;Bodrogolaszi
3944;Bodrogolaszi
3945;Bodrogolaszi
3950;Sárospatak
3954;Györgytarló
3955;Kenézlõ
3956;Viss
3957;Zalkod
3958;Hercegkút
3959;Makkoshotyka
3961;Vajdácska
3962;Karos
3963;Karcsa
3964;Pácin
3965;Kisrozvágy
3965;Nagyrozvágy
3967;Lácacséke
3971;Tiszakarád
3972;Tiszacsermely
3973;Cigánd
3974;Ricse
3974;Semjén
3976;Révleányvár
3977;Zemplénagárd
3978;Dámóc
3980;Sátoraljaújhely
3981;Sátoraljaújhely
3985;Felsõberecki
3985;Alsóberecki
3987;Bodroghalom
3988;Bodroghalom
3989;Mikóháza
3989;Felsõregmec
3989;Alsóregmec
3991;Vilyvitány
3992;Vágáshuta
3992;Kovácsvágás
3993;Füzérradvány
3994;Kishuta
3994;Filkeháza
3994;Nagyhuta
3994;Füzérkajata
3994;Pálháza
3994;Bózsva
3995;Pusztafalu
3996;Füzér
3997;Füzérkomlós
3998;Nyíri
3999;Hollóháza
4000;Debrecen
4001;Debrecen
4002;Debrecen
4003;Debrecen
4004;Debrecen
4005;Debrecen
4006;Debrecen
4007;Debrecen
4008;Debrecen
4009;Debrecen
4010;Debrecen
4011;Debrecen
4012;Debrecen
4013;Debrecen
4014;Debrecen
4015;Debrecen
4017;Debrecen
4021;Debrecen
4022;Debrecen
4024;Debrecen
4025;Debrecen
4026;Debrecen
4027;Debrecen
4028;Debrecen
4029;Debrecen
4030;Debrecen
4031;Debrecen
4032;Debrecen
4033;Debrecen
4034;Debrecen
4040;Debrecen
4041;Debrecen
4042;Debrecen
4044;Debrecen
4045;Debrecen
4046;Debrecen
4047;Debrecen
4048;Debrecen
4060;Balmazújváros
4063;Balmazújváros
4063;Debrecen
4064;Nagyhegyes
4065;Újszentmargita
4066;Tiszacsege
4067;Tiszacsege
4069;Egyek
4071;Hortobágy
4074;Tarnalelesz
4075;Görbeháza
4078;Görbeháza
4079;Görbeháza
4080;Hajdúnánás
4081;Hajdúnánás
4085;Hajdúnánás
4086;Hajdúnánás
4087;Hajdúdorog
4090;Polgár
4090;Folyás
4096;Újtikos
4097;Tiszagyulaháza
4100;Berettyóújfalu
4101;Berettyóújfalu
4103;Berettyóújfalu
4110;Biharkeresztes
